Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Akish Caxumba,2019-07-15 19:39:08,00:44:00,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Capítulo oito: O Devorador de Mentes (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:44:47,00:44:47,BR (Brazil)
Akish Caxumba,2019-07-15 18:56:41,00:42:22,,Stranger Things: Stranger Things 2: Capítulo sete: A irmã perdida (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:28,00:42:28,BR (Brazil)
Akish Caxumba,2019-07-15 15:26:15,00:00:03,,Stranger Things: Stranger Things 2: Capítulo sete: A irmã perdida (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:07,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-15 14:42:43,00:42:17,,Stranger Things: Stranger Things 2: Capítulo seis: O espião (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:48:52,00:48:52,BR (Brazil)
Akish Caxumba,2019-07-15 12:06:21,00:09:34,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Capítulo seis: O espião (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:09:34,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-14 23:18:59,00:54:21,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Capítulo cinco: Dig Dug (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:55:05,00:55:05,BR (Brazil)
Akish Caxumba,2019-07-14 22:14:25,00:42:29,Autoplayed: user action: Unspecified; ,"Stranger Things: Stranger Things 2: Capítulo quatro: Will, o sábio (Episódio 4)",,Samsung 2017 Kant-M UHD TV Smart TV,00:43:09,00:43:09,BR (Brazil)
Akish Caxumba,2019-07-14 21:56:22,00:17:56,,Stranger Things: Stranger Things 2: Capítulo três: O girino (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:48:00,00:48:00,BR (Brazil)
Akish Caxumba,2019-07-14 20:28:46,00:30:01,,Stranger Things: Stranger Things 2: Capítulo três: O girino (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:30:05,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-14 19:40:47,00:46:21,Autoplayed: user action: Unspecified; ,"Stranger Things: Stranger Things 2: Capítulo dois: Gostosura ou travessura, aberração (Episódio 2)",,Samsung 2017 Kant-M UHD TV Smart TV,00:52:51,00:52:51,BR (Brazil)
Akish Caxumba,2019-07-14 14:39:28,00:06:00,Autoplayed: user action: None; ,"Stranger Things: Stranger Things 2: Capítulo dois: Gostosura ou travessura, aberração (Episódio 2)",,Samsung 2017 Kant-M UHD TV Smart TV,00:06:04,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-14 13:54:05,00:45:11,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Capítulo um: Mad Max (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:45:15,00:45:15,BR (Brazil)
Akish Caxumba,2019-07-14 13:31:37,00:21:26,Autoplayed: user action: Unspecified; ,Stranger Things: Temporada 1: Capítulo oito: De ponta-cabeça (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:52:48,00:52:48,BR (Brazil)
Akish Caxumba,2019-07-13 16:17:20,00:31:23,,Stranger Things: Temporada 1: Capítulo oito: De ponta-cabeça (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:31:23,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-13 14:15:14,00:17:53,Autoplayed: user action: Unspecified; ,"Oh, Ramona!",,Samsung 2017 Kant-M UHD TV Smart TV,01:45:31,01:45:31,BR (Brazil)
Akish Caxumba,2019-07-13 14:11:27,00:00:01,Autoplayed: user action: None; ,Stranger Things: Temporada 1: Capítulo um: O desaparecimento de Will Byers (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:01,00:00:01,BR (Brazil)
Akish Caxumba,2019-07-13 14:07:49,00:00:02,Autoplayed: user action: None; ,Stranger Things: Temporada 1: Capítulo um: O desaparecimento de Will Byers (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:02,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-12 22:40:32,00:26:05,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo vinte: Valsa com o diabo (Episódio 9),,Samsung 2017 Kant-M UHD TV Smart TV,01:00:31,01:00:31,BR (Brazil)
Akish Caxumba,2019-07-12 22:07:04,00:32:44,,O Mundo Sombrio de Sabrina: Parte 2: Capítulo vinte: Valsa com o diabo (Episódio 9),,Samsung 2017 Kant-M UHD TV Smart TV,00:34:28,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-12 21:58:02,00:08:36,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezenove: Mandrágora (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:52:23,00:52:23,BR (Brazil)
Akish Caxumba,2019-07-12 18:51:43,00:33:30,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezenove: Mandrágora (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:43:47,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-12 00:09:22,00:09:30,,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezenove: Mandrágora (Episódio 8),,Samsung 2017 Kant-M UHD TV Smart TV,00:11:14,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-11 23:54:33,00:12:21,,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezoito: Os milagres de Sabrina Spellman (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:56:14,00:56:14,BR (Brazil)
Akish Caxumba,2019-07-11 18:47:10,00:23:00,,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezoito: Os milagres de Sabrina Spellman (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:45:14,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-11 16:51:21,00:21:19,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezoito: Os milagres de Sabrina Spellman (Episódio 7),,Samsung 2017 Kant-M UHD TV Smart TV,00:22:15,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-11 16:12:55,00:34:40,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezessete: Missionários (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:52:25,00:52:25,BR (Brazil)
Akish Caxumba,2019-07-10 00:20:13,00:03:18,,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezessete: Missionários (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:18:41,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-09 19:02:01,00:14:32,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezessete: Missionários (Episódio 6),,Samsung 2017 Kant-M UHD TV Smart TV,00:15:54,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-08 23:20:54,00:59:57,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezesseis: Blackwood (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:56:04,00:56:04,BR (Brazil)
Akish Caxumba,2019-07-07 19:55:38,00:00:04,Autoplayed: user action: None; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo dezesseis: Blackwood (Episódio 5),,Samsung 2017 Kant-M UHD TV Smart TV,00:01:48,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-07 18:55:08,01:00:18,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo quinze: As profecias do Dr. Cerberus (Episódio 4),,Samsung 2017 Kant-M UHD TV Smart TV,01:01:58,01:01:58,BR (Brazil)
Akish Caxumba,2019-07-07 12:18:04,00:29:29,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo catorze: Lupercália (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:59:52,00:59:52,BR (Brazil)
Akish Caxumba,2019-07-05 16:14:00,00:29:49,,O Mundo Sombrio de Sabrina: Parte 2: Capítulo catorze: Lupercália (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:31:19,Not latest view,BR (Brazil)
Akish Caxumba,2019-07-04 20:21:03,00:53:07,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo treze: A paixão de Sabrina Spellman (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:54:46,00:54:46,BR (Brazil)
Akish Caxumba,2019-07-03 21:36:20,00:30:28,Autoplayed: user action: Unspecified; ,O Mundo Sombrio de Sabrina: Parte 2: Capítulo doze: Epifania (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:53:35,00:53:35,BR (Brazil)
Akish Caxumba,2019-07-02 20:40:52,00:24:55,,O Mundo Sombrio de Sabrina: Parte 2: Capítulo doze: Epifania (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:23:50,Not latest view,BR (Brazil)
Akish Caxumba,2019-06-30 20:15:25,01:30:10,,"Oh, Ramona!",,Samsung 2017 Kant-M UHD TV Smart TV,01:28:57,Not latest view,BR (Brazil)
Akish Caxumba,2019-06-19 23:28:55,00:08:13,Autoplayed: user action: Unspecified; ,A Maldição da Residência Hill: The Haunting of Hill House: Toque (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:09:07,Not latest view,BR (Brazil)
Akish Caxumba,2019-06-19 22:39:22,00:49:29,Autoplayed: user action: None; ,A Maldição da Residência Hill: The Haunting of Hill House: Caixão aberto (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:49:41,00:49:41,BR (Brazil)
Akish Caxumba,2019-06-19 21:39:13,00:58:30,Autoplayed: user action: Unspecified; ,A Maldição da Residência Hill: The Haunting of Hill House: Steven vê um fantasma (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:58:30,00:58:30,BR (Brazil)
Akish Caxumba,2019-06-16 01:42:39,00:00:06,Autoplayed: user action: Unspecified; ,"Gilmore Girls: Tal Mãe, Tal Filha: Temporada 1: Piloto (Episódio 1)",,Samsung 2017 Kant-M UHD TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Akish Caxumba,2019-06-16 01:26:06,00:00:01,Autoplayed: user action: None; ,The Society: Temporada 1: O que aconteceu (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:01,00:00:01,BR (Brazil)
Akish Caxumba,2019-06-16 01:22:15,00:00:01,Autoplayed: user action: None; ,O Menino que Descobriu o Vento,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:01,Not latest view,BR (Brazil)
Akish Caxumba,2019-06-16 01:05:38,00:05:43,Autoplayed: user action: None; ,"Oh, Ramona!",,Samsung 2017 Kant-M UHD TV Smart TV,00:05:43,Not latest view,BR (Brazil)
Akish Caxumba,2019-06-16 01:05:13,00:00:16,Autoplayed: user action: None; ,"Oh, Ramona!",,Samsung 2017 Kant-M UHD TV Smart TV,00:00:16,Not latest view,BR (Brazil)
Akish Caxumba,2019-06-16 00:46:19,00:00:03,Autoplayed: user action: None; ,Olhos que Condenam: Minissérie: Parte 1 (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,00:00:03,BR (Brazil)
Akish Caxumba,2019-06-16 00:46:15,00:00:01,Autoplayed: user action: None; ,Fim do Mundo,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:01,00:00:01,BR (Brazil)
Akish Caxumba,2019-06-16 00:45:34,00:00:03,Autoplayed: user action: None; ,Mistério no Mediterrâneo,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,00:00:03,BR (Brazil)
Akish Caxumba,2019-06-16 00:16:16,00:00:08,Autoplayed: user action: None; ,Terror em Silent Hill,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:08,00:00:08,BR (Brazil)
Akish Caxumba,2019-06-16 00:10:38,00:04:12,Autoplayed: user action: None; ,The Rain: Temporada 1: Não saia (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:04:12,00:04:12,BR (Brazil)
Akish Caxumba,2019-06-16 00:09:45,00:00:25,Autoplayed: user action: None; ,The Rain: Temporada 1: Não saia (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:25,Not latest view,BR (Brazil)
Akish Caxumba,2019-06-12 23:35:11,00:00:48,Autoplayed: user action: None; ,I Am Mother,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:48,00:00:48,BR (Brazil)
Allan bunda mole,2021-06-06 22:35:26,00:00:16,,Sweet Tooth: Temporada 1: O que tem no freezer? (Episódio 5),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:21:23,00:21:23,BR (Brazil)
Allan bunda mole,2021-06-06 22:35:14,00:00:09,Autoplayed: user action: None; ,Temporada 1 (Clipe 1): Sweet Tooth,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:09,00:00:09,BR (Brazil)
Allan bunda mole,2021-06-06 22:34:23,00:00:36,Autoplayed: user action: None; ,Ghost in the Shell_hook_primary_16x9,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:37,00:00:37,BR (Brazil)
Allan bunda mole,2021-06-05 21:26:42,02:21:05,,Army of the Dead: Invasão em Las Vegas,,Edge OSS - Windows (Cadmium),02:19:57,02:19:57,BR (Brazil)
Allan bunda mole,2021-06-05 21:24:01,00:00:02,Autoplayed: user action: User_Interaction; ,Army of the Dead: Invasão em Las Vegas,,Edge OSS - Windows (Cadmium),00:00:02,Not latest view,BR (Brazil)
Allan bunda mole,2021-06-05 19:21:33,00:21:05,,Sweet Tooth: Temporada 1: O que tem no freezer? (Episódio 5),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:21:09,Not latest view,BR (Brazil)
Allan bunda mole,2021-06-05 17:33:35,00:39:59,,Sweet Tooth: Temporada 1: O molho secreto (Episódio 4),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:40:02,00:40:02,BR (Brazil)
Allan bunda mole,2021-06-05 17:29:17,00:00:25,Autoplayed: user action: User_Interaction; ,Sweet Tooth: Temporada 1: Esquisitice de cervo (Episódio 3),,Samsung 2017 Kant-M UHD TV Smart TV,00:42:00,Not latest view,BR (Brazil)
Allan bunda mole,2021-06-05 16:58:00,00:34:30,Autoplayed: user action: User_Interaction; ,Sweet Tooth: Temporada 1: Esquisitice de cervo (Episódio 3),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:39:52,00:39:52,BR (Brazil)
Allan bunda mole,2021-06-05 16:57:39,00:00:10,Autoplayed: user action: None; ,Temporada 1 (Trailer): Corpo Humano: Nosso Mundo Interior,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:10,00:00:10,BR (Brazil)
Allan bunda mole,2021-06-05 03:02:03,00:05:20,,Sweet Tooth: Temporada 1: Esquisitice de cervo (Episódio 3),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:05:23,Not latest view,BR (Brazil)
Allan bunda mole,2021-06-05 02:35:30,00:25:52,,Sweet Tooth: Temporada 1: Foi mal por todos os mortos (Episódio 2),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:47:02,00:47:02,BR (Brazil)
Allan bunda mole,2021-06-05 02:35:24,00:00:04,Autoplayed: user action: None; ,Temporada 1 (Clipe 2): Sweet Tooth,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:04,00:00:04,BR (Brazil)
Allan bunda mole,2021-06-05 02:09:11,00:21:08,,Sweet Tooth: Temporada 1: Foi mal por todos os mortos (Episódio 2),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:21:12,Not latest view,BR (Brazil)
Allan bunda mole,2021-06-05 01:10:44,00:20:35,,Sweet Tooth: Temporada 1: Saindo da mata (Episódio 1),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:51:34,00:51:34,BR (Brazil)
Allan bunda mole,2021-06-05 01:10:30,00:00:04,Autoplayed: user action: None; ,Temporada 1 (Clipe 2): Sweet Tooth,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:04,Not latest view,BR (Brazil)
Allan bunda mole,2021-06-05 01:09:31,00:00:50,Autoplayed: user action: None; ,Temporada 1 (Clipe 2): Sweet Tooth,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:52,Not latest view,BR (Brazil)
Allan bunda mole,2021-06-05 01:09:11,00:00:07,Autoplayed: user action: None; ,Temporada 1 (Clipe 2): Sweet Tooth,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:07,Not latest view,BR (Brazil)
Allan bunda mole,2021-06-03 23:58:37,00:15:19,,Nova Ordem Espacial,,MStar PureTurnkey51 AOC OEM2K Smart TV,00:15:52,00:15:52,BR (Brazil)
Allan bunda mole,2021-06-03 23:58:14,00:00:21,Autoplayed: user action: None; ,Trailer 2: Nova Ordem Espacial,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:21,00:00:21,BR (Brazil)
Allan bunda mole,2021-06-03 23:57:56,00:00:10,Autoplayed: user action: None; ,Trailer 2: Nova Ordem Espacial,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:10,Not latest view,BR (Brazil)
Allan bunda mole,2021-06-03 23:57:39,00:00:05,Autoplayed: user action: None; ,Trailer: Zona de Combate,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:05,00:00:05,BR (Brazil)
Allan bunda mole,2021-06-03 23:55:51,00:00:06,Autoplayed: user action: User_Interaction; ,No Limite do Amanhã,,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:06,00:00:06,BR (Brazil)
Allan bunda mole,2021-06-03 23:01:11,00:00:26,Autoplayed: user action: None; ,Spartacus: War of the Damned_hook_primary_16x9,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:26,00:00:26,BR (Brazil)
Allan bunda mole,2021-06-03 22:59:39,00:00:13,Autoplayed: user action: None; ,Vikings: Season 1_hook_primary_16x9,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:13,00:00:13,BR (Brazil)
Allan bunda mole,2021-06-03 22:58:16,00:00:27,Autoplayed: user action: None; ,Teaser: Carnaval,TEASER_TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:27,00:00:27,BR (Brazil)
Allan bunda mole,2021-06-03 22:50:23,00:26:56,Autoplayed: user action: User_Interaction; ,The Witcher: Temporada 1: Apenas quatro (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:49:49,00:49:49,BR (Brazil)
Allan bunda mole,2021-06-03 22:49:33,00:00:05,Autoplayed: user action: None; ,Carnaval,,Samsung 2017 Kant-M UHD TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Allan bunda mole,2021-06-03 22:48:55,00:00:18,Autoplayed: user action: None; ,Alemão_hook_primary_16x9,HOOK,Samsung 2017 Kant-M UHD TV Smart TV,00:00:18,00:00:18,BR (Brazil)
Allan bunda mole,2021-05-31 00:44:47,00:00:14,Autoplayed: user action: None; ,Temporada 2 (Trailer): Ragnarok,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:14,00:00:14,BR (Brazil)
Allan bunda mole,2021-05-30 22:13:44,01:42:47,,Spectral,,MStar PureTurnkey51 AOC OEM2K Smart TV,01:42:47,01:42:47,BR (Brazil)
Allan bunda mole,2021-05-30 22:12:51,00:00:50,Autoplayed: user action: None; ,Spectral (Trailer),TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:50,00:00:50,BR (Brazil)
Allan bunda mole,2021-05-30 22:10:49,00:00:38,,Passageiro Acidental,,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:38,00:00:38,BR (Brazil)
Allan bunda mole,2021-05-30 22:10:30,00:00:14,Autoplayed: user action: None; ,Trailer: Passageiro Acidental,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:14,00:00:14,BR (Brazil)
Allan bunda mole,2021-05-30 22:09:58,00:00:19,Autoplayed: user action: None; ,Durante a Tormenta (Trailer),TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:19,00:00:19,BR (Brazil)
Allan bunda mole,2021-05-30 22:08:59,00:00:28,Autoplayed: user action: None; ,Minority Report_hook_primary_16x9,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:28,00:00:28,BR (Brazil)
Allan bunda mole,2021-05-30 22:08:50,00:00:06,Autoplayed: user action: None; ,Trailer 2: Nova Ordem Espacial,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:06,Not latest view,BR (Brazil)
Allan bunda mole,2021-05-30 22:07:52,00:00:12,Autoplayed: user action: None; ,THEMIDNIGHTSKY_CLIP_GENRE,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:12,00:00:12,BR (Brazil)
Allan bunda mole,2021-05-30 22:06:23,00:00:06,Autoplayed: user action: None; ,Castlevania: Temporada 4 (Trailer),TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:06,00:00:06,BR (Brazil)
Allan bunda mole,2021-05-30 22:05:53,00:00:04,Autoplayed: user action: None; ,Temporada 1 (Trailer): The Witcher,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:04,00:00:04,BR (Brazil)
Allan bunda mole,2021-05-30 22:05:28,00:00:22,Autoplayed: user action: None; ,Temporada 3 (Trailer): Jurassic World: Acampamento Jurássico,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:22,00:00:22,BR (Brazil)
Allan bunda mole,2021-05-30 22:05:02,00:00:04,Autoplayed: user action: None; ,Trailer: Milagre Azul,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:04,00:00:04,BR (Brazil)
Allan bunda mole,2021-05-30 20:18:00,00:44:57,Autoplayed: user action: User_Interaction; ,O ataque dos vermes malditos,,MStar PureTurnkey51 AOC OEM2K Smart TV,01:32:57,01:32:57,BR (Brazil)
Allan bunda mole,2021-05-30 20:17:39,00:00:09,Autoplayed: user action: None; ,Temporada 1 (Teaser): The Witcher,TEASER_TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:09,00:00:09,BR (Brazil)
Allan bunda mole,2021-05-29 01:37:45,00:25:35,,The Witcher: Temporada 1: Apenas quatro (Episódio 2),,Samsung 2017 Kant-M UHD TV Smart TV,00:24:03,Not latest view,BR (Brazil)
Allan bunda mole,2021-05-29 01:37:31,00:00:03,Autoplayed: user action: None; ,The Witcher: Temporada 1: O começo do fim (Episódio 1),,Samsung 2017 Kant-M UHD TV Smart TV,00:00:03,00:00:03,BR (Brazil)
Allan bunda mole,2021-05-28 21:19:07,00:11:16,Autoplayed: user action: User_Interaction; ,Se Algo Acontecer... Te Amo,,Samsung 2017 Kant-M UHD TV Smart TV,00:11:16,00:11:16,BR (Brazil)
Allan bunda mole,2021-05-28 21:12:52,00:04:31,Autoplayed: user action: User_Interaction; ,Lonely Island e os Irmãos Bash,,Samsung 2017 Kant-M UHD TV Smart TV,00:04:31,00:04:31,BR (Brazil)
Allan bunda mole,2021-05-28 01:16:05,00:48:01,Autoplayed: user action: User_Interaction; ,O ataque dos vermes malditos,,MStar PureTurnkey51 AOC OEM2K Smart TV,00:48:01,Not latest view,BR (Brazil)
Allan bunda mole,2021-05-23 17:03:52,00:30:12,Autoplayed: user action: None; ,O Universo: Temporada 2: Alien Moons (Episódio 5),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:30:12,00:30:12,BR (Brazil)
Allan bunda mole,2021-05-23 15:53:42,00:44:14,Autoplayed: user action: User_Interaction; ,O Universo: Temporada 2: The Milky Way (Episódio 4),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:44:14,00:44:14,BR (Brazil)
Allan bunda mole,2021-05-23 01:36:34,00:44:14,,O Universo: Temporada 2: Mysteries of the Moon (Episódio 3),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:44:14,00:44:14,BR (Brazil)
Allan bunda mole,2021-05-23 01:35:30,00:00:01,Autoplayed: user action: None; ,O Universo: Temporada 2: Cosmic Apocalypse (Episódio 18),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:01,00:00:01,BR (Brazil)
Allan bunda mole,2021-05-23 01:18:49,00:16:26,Autoplayed: user action: User_Interaction; ,O Universo: Temporada 2: Gravity (Episódio 17),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:44:16,00:44:16,BR (Brazil)
Allan bunda mole,2021-05-23 01:05:20,00:02:43,,Stranger Things 3 (Trailer),TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:02:43,00:02:43,BR (Brazil)
Allan bunda mole,2021-05-23 01:04:43,00:00:14,Autoplayed: user action: None; ,Ultimate Beastmaster Brasil (Trailer),TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:14,00:00:14,BR (Brazil)
Allan bunda mole,2021-05-23 01:03:53,00:00:07,Autoplayed: user action: None; ,"Peaky Blinders: Sangue, Apostas e Navalhas: Temporada 5 (Trailer)",TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:07,00:00:07,BR (Brazil)
Allan bunda mole,2021-05-23 01:03:39,00:00:05,Autoplayed: user action: None; ,Temporada 1 (Clipe): Vida Após a Morte,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:05,00:00:05,BR (Brazil)
Allan bunda mole,2021-05-23 01:02:53,00:00:30,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_04_16x9,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:30,00:00:30,BR (Brazil)
Allan bunda mole,2021-05-23 01:02:45,00:00:05,Autoplayed: user action: None; ,Seven Years in Tibet_hook_primary_16x9,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:05,00:00:05,BR (Brazil)
Allan bunda mole,2021-05-23 01:02:27,00:00:04,Autoplayed: user action: None; ,Volume 1 (Trailer): O Legado de Júpiter,TRAILER,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:04,00:00:04,BR (Brazil)
Allan bunda mole,2021-05-23 01:02:14,00:00:10,Autoplayed: user action: None; ,Our Planet: Season 1 (CEE Asset 8),PROMOTIONAL,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:10,00:00:10,BR (Brazil)
Allan bunda mole,2021-05-22 19:17:34,00:49:05,Autoplayed: user action: User_Interaction; ,Highlander: O Guerreiro Imortal,,MStar PureTurnkey51 AOC OEM2K Smart TV,00:49:05,00:49:05,BR (Brazil)
Allan bunda mole,2021-05-22 19:17:01,00:00:04,Autoplayed: user action: None; ,Season 1 Direct Lift Hook 3: Shadow and Bone,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:04,00:00:04,BR (Brazil)
Allan bunda mole,2021-05-22 17:40:07,00:27:53,,O Universo: Temporada 2: Gravity (Episódio 17),,MStar PureTurnkey51 AOC OEM2K Smart TV,00:27:53,Not latest view,BR (Brazil)
Allan bunda mole,2021-05-22 17:38:45,00:00:15,Autoplayed: user action: None; ,The Universe: Season 2_hook_02_16x9,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:15,00:00:15,BR (Brazil)
Allan bunda mole,2021-05-22 17:38:00,00:00:21,Autoplayed: user action: None; ,COBRAKAI_S3_CLIP_SUPPORTINGCHARACTER,HOOK,MStar PureTurnkey51 AOC OEM2K Smart TV,00:00:21,00:00:21,BR (Brazil)
